ICD-10,Bezeichnung,age,value
046,Schistosomiasis [Bilharziosis],25-29,0.0
040,Mumps,25-29,0.0
044,leishmaniasis,25-29,0.0
010,Brucellosis,25-29,0.0
002,Typhus abdominalis und Paratyphus,25-29,1.0
108,Consequences of malnutrition and other nutritional deficiencies,25-29,0.0
055,sequelae of poliomyelitis,25-29,0.0
294,Prenatal screening and other monitoring of pregnancy,25-29,0.0
047,Infestation by other trematodes (flukes),25-29,1.0
013,Other tetanus,25-29,0.0
025,relapsing fever,25-29,0.0
051,Filariose,25-29,0.0
001,Cholera,25-29,0.0
011,leprosy,25-29,0.0
106,Vitamin-A-Mangel,25-29,0.0
201,Osteoarthritis,30-34,177.0
295,live births by place of birth,30-34,0.0
242,Other complications during pregnancy and childbirth,30-34,20097.0
274,Fractures of other parts of the extremities,30-34,1853.0
169,Pneumonia,30-34,383.0
270,Other symptoms and abnormal clinical and laboratory findings not elsewhere classified,30-34,789.0
288,"Certain early complications of trauma and complications of surgery and medical treatment, not elsewhere classified",30-34,795.0
116,mood disorders,30-34,1860.0
206,Other diseases of the spine and back,30-34,378.0
239,Other care of the mother with regard to the fetus and the amniotic cavity and possible delivery complications,30-34,10105.0
281,Other injuries to specified and unspecified and multiple body regions,30-34,907.0
207,Diseases of the quail tissue,30-34,586.0
278,intracranial injury,30-34,560.0
151,heart failure,30-34,30.0
273,Fracture of the Femur,30-34,86.0
154,Stroke,30-34,94.0
148,Other ischemic heart diseases,30-34,19.0
147,Acute myocardial infarction,30-34,79.0
150,conduction disorders and cardiac arrhythmias,30-34,140.0
195,Cholelithiasis and Chelezystitis,30-34,956.0
203,Other diseases of the joints,30-34,1455.0
119,Other mental and behavioral disorders,30-34,1010.0
113,Mental and behavioral disorders caused by alcohol,30-34,1189.0
115,"Schizophrenia, schizotypal and delusional disorders",30-34,1777.0
272,"Fracture of the neck, thorax or pelvis",30-34,287.0
213,Tubulointerstitial kidney disease,30-34,654.0
117,"Neurotic, stress and somatoform disorders",30-34,1192.0
192,Other diseases of the intestine and peritoneum,30-34,718.0
096,Other in situ and benign neoplasms and neoplasms with uncertain or unknown behavior,30-34,408.0
205,Cervical and other disc damage,30-34,718.0
276,"Dislocation, sprain and strain of specified and multiple body regions",30-34,1337.0
084,"Malignant neoplasm of other, imprecisely specified, secondary and unspecified localizations as well as at several localizations",30-34,208.0
217,Other diseases of the urinary system,30-34,159.0
186,Diseases of the Appendix,30-34,1078.0
179,Other diseases of the respiratory system,30-34,214.0
152,Other heart diseases,30-34,126.0
017,Sepsis,30-34,80.0
187,inguinal hernia,30-34,292.0
191,Darmes diverticulosis,30-34,135.0
073,Malignant neoplasm of the mammary gland,30-34,157.0
215,Urolithiasis,30-34,598.0
188,Other Hrnia,30-34,446.0
253,Other conditions originating in the perinatal period,30-34,0.0
202,Acquired deformities of the extremities,30-34,299.0
175,"Bronchitis, emphysema and other chronic obstructive pulmonary diseases",30-34,11.0
249,Other neonatal respiratory diseases originating in the perinatal period,30-34,0.0
067,"Malignant neoplasm of the trachea, bronchi and lungs",30-34,13.0
129,Other diseases of the nervous system,30-34,230.0
246,intrauterine deficiency development. fetal malnutrition and disorders associated with short gestation and low birth weight,30-34,0.0
079,Malignant neoplasm of the urinary bladder,30-34,4.0
198,Skin and subcutaneous infections,30-34,558.0
157,atherosclerosis,30-34,9.0
218,Prostatahyperplasie,30-34,1.0
077,Malignant neoplasm of the prostate,30-34,0.0
124,epilepsy,30-34,316.0
208,Changes in crook density and structure,30-34,176.0
190,Paralytic ileus and mechanical ileus without hernia,30-34,129.0
104,Mellitus diabetes,30-34,92.0
172,Other diseases of the nose and paranasal sinuses,30-34,789.0
114,Mental and behavioral disorders caused by other psychotropic substances,30-34,963.0
197,Other diseases of the digestive system,30-34,138.0
199,Other skin and subcutaneous diseases,30-34,204.0
210,Other diseases of the musculoskeletal system and connective tissue,30-34,247.0
018,Other bacterial diseases,30-34,104.0
006,Other infectious intestinal diseases,30-34,148.0
153,intracranial hemorrhage,30-34,63.0
149,pulmonary embolism,30-34,60.0
111,Other endocrine. Nutritional and metabolic disorders,30-34,156.0
170,Acute bronchitis and acute bronchiolitis,30-34,13.0
061,Malignant neoplasm of the colon,30-34,51.0
160,"Other diseases of the arteries, arterioles and capillaries",30-34,52.0
092,Leiomyom des Uterus,30-34,295.0
126,Cerebral Transient Ischemic Attacks and Related Syndromes,30-34,24.0
142,Other diseases of the ear and mastoid process,30-34,127.0
173,Chronic diseases of the tonsils and pharyngeal tonsils,30-34,271.0
164,Other diseases of the circulatory system,30-34,140.0
185,"Other diseases of the esophagus, stomach and duodenum",30-34,116.0
196,Acute pancreatitis and other diseases of the pancreas,30-34,183.0
214,renal insufficiency,30-34,43.0
297,People who use the health service for the purpose of specific measures and medical care,30-34,166.0
086,Non-Hodgkin's Lymphoma,30-34,64.0
243,Spontaneous birth of an individual,30-34,1785.0
109,obesity,30-34,484.0
064,Malignant neoplasm of the pancreas,30-34,3.0
244,Complications occurring predominantly in the puerperium and other conditions during the gestational period not elsewhere classified,30-34,1501.0
227,endometriosis,30-34,717.0
267,abdominal and pelvic pain,30-34,241.0
233,Other diseases of the genitourinary system,30-34,247.0
062,"Malignant neoplasm of the rectosigmoid, rectum, anus and anal canal",30-34,22.0
005,"Diarrhea and gastroenteritis, presumably of infectious origin",30-34,136.0
298,People who use the healthcare system for other reasons,30-34,23.0
240,birth impediment,30-34,1460.0
271,Fracture of the skull and facial bones,30-34,192.0
139,Other diseases of the eye and adnexa,30-34,66.0
228,Female genital prolapse,30-34,44.0
127,"Diseases of nerves, nerve roots and nerve plexus",30-34,155.0
168,Flu,30-34,80.0
200,Chronic polyarthritis and other inflammatory polyarthropathies,30-34,36.0
058,"Malignant neoplasm of the lip, oral cavity and pharynx",30-34,30.0
121,Primary Parkinson's Syndrome,30-34,0.0
087,leukemia,30-34,53.0
156,Other cerebrovascular diseases,30-34,48.0
167,Other acute upper respiratory tract infections,30-34,81.0
241,postpartum hemorrhage,30-34,1090.0
279,Injury to other internal organs,30-34,142.0
183,Ulcer ventriculi and Ulcus duodeni,30-34,50.0
145,Essential (primary) hypertension,30-34,21.0
093,Benign neoplasm of the ovary,30-34,202.0
063,Malignant neoplasm of the liver and intrahepatic bile ducts,30-34,16.0
229,"Non-inflammatory diseases of the ovary, uterine tube and ligament latum",30-34,295.0
080,Other malignant neoplasms of the urinary organs,30-34,9.0
171,Chronic sinusitis,30-34,218.0
076,Other malignant neoplasms of the female genital organs,30-34,40.0
174,Other diseases of the upper respiratory tract,30-34,173.0
134,Retinal detachment and retinal tear,30-34,40.0
082,Malignant neoplasm of the brain,30-34,48.0
162,Varicose veins of the lower extremities,30-34,83.0
194,Other diseases of the liver,30-34,52.0
112,dementia,30-34,0.0
128,Cerebral palsy and other paralytic syndromes,30-34,81.0
060,Malignant neoplasm of the stomach,30-34,18.0
268,Fever of unknown cause,30-34,57.0
088,"Other malignant neoplasms of the lymphatic, haematopoietic and related tissues",30-34,9.0
176,Bronchial asthma,30-34,75.0
222,Other diseases of the male genital organs,30-34,91.0
256,Congenital malformations of the circulatory system,30-34,46.0
184,gastritis and duodenitis,30-34,90.0
041,Other viral diseases,30-34,73.0
237,"Edema, proteinuria and hypertension during pregnancy, labor and the puerperium",30-34,772.0
284,"Poisoning by medicinal products, drugs and biologically active substances",30-34,144.0
193,Alcoholic Liver Disease,30-34,28.0
238,"Placenta previa, placental abruption and prepartum hemorrhage",30-34,781.0
216,Zystitis,30-34,16.0
236,Other pregnancy with abortive outcome,30-34,682.0
099,Hemorrhagic diathesis and other diseases of the blood and blood-forming organs,30-34,47.0
072,Malignant neoplasms of mesothelial tissue and soft tissue,30-34,22.0
122,Alzheimer's disease,30-34,0.0
103,Other diseases of the thyroid,30-34,72.0
182,"Other diseases of the oral cavity, salivary glands and jaws",30-34,84.0
133,Cataract and other affections of the lens,30-34,2.0
204,Systemic diseases of the connective tissue,30-34,56.0
146,Other hypertensive diseases,30-34,8.0
287,Other and unspecified damage caused by external causes,30-34,107.0
189,Crohn's disease and ulcerative colitis,30-34,139.0
135,glaucoma,30-34,7.0
071,Other malignant neoplasms of the skin,30-34,1.0
098,Other anemias,30-34,45.0
097,iron deficiency anemia,30-34,14.0
125,Migraine and other headache syndromes,30-34,143.0
057,Other infectious and parasitic diseases,30-34,37.0
140,Otitis media and other diseases of the middle ear and the mastoid process,30-34,111.0
223,diseases of the mammary glands,30-34,115.0
065,Other malignant neoplasms of the digestive organs,30-34,11.0
075,Malignant neoplasm of other and unspecified parts of the uterus,30-34,5.0
123,Multiple Sclerosis,30-34,74.0
261,Other malformations of the urogenital system,30-34,34.0
159,Arterial embolism and thrombosis,30-34,12.0
209,Osteomyelitis,30-34,32.0
059,Malignant neoplasm of the esophagus,30-34,0.0
220,hydrocele and spermatocele,30-34,44.0
248,Intrauterine hypoxia and asphyxia during childbirth,30-34,0.0
219,Other diseases of the prostate,30-34,10.0
070,Malignant melanoma of the skin,30-34,29.0
290,People who use the healthcare system for examination and clarification,30-34,36.0
264,Other congenital malformations and deformities of the musculoskeletal system,30-34,32.0
165,Acute pharyngitis and acute tonsillitis,30-34,116.0
102,Hyperthyroidism (Thyrotoxicosis),30-34,82.0
296,Postpartum care and examination,30-34,543.0
265,Other congenital malformations,30-34,51.0
181,Other diseases of the teeth and periodontium,30-34,65.0
078,Other malignant neoplasms of the male genital organs,30-34,160.0
283,burns and chemical burns,30-34,68.0
161,"Phlebitis, thrombophlebitis, venous embolism and thrombosis",30-34,33.0
120,Inflammatory diseases of the central nervous system,30-34,41.0
230,menstrual disorders,30-34,80.0
282,Consequences of entering a foreign body through a natural orifice,30-34,41.0
034,Varicella [chicken pox] and zoster,30-34,22.0
155,"Stroke, not referred to as hemorrhage or infarction",30-34,8.0
226,Other inflammatory diseases of the female pelvic organs,30-34,109.0
247,birth trauma,30-34,0.0
235,Medically induced abortion,30-34,222.0
259,Other congenital malformations of the digestive system,30-34,7.0
999,unknown,30-34,28.0
105,malnutrition,30-34,8.0
118,intellectual disability,30-34,81.0
069,Malignant neoplasm of bone and articular cartilage,30-34,42.0
110,Volumenmangel,30-34,7.0
285,Toxic effects of mainly non-medically used substances,30-34,39.0
030,Virusenzephalitis,30-34,40.0
091,Benign neoplasm of the mammary gland,30-34,57.0
132,Keratitis and other diseases of the sclera and cornea,30-34,15.0
280,Crushing and traumatic amputations of specified and multiple body regions,30-34,37.0
251,Other infections specific to the perinatal period,30-34,0.0
074,Malignant neoplasm of the cervix uteri,30-34,30.0
066,Malignant neoplasms of the larynx,30-34,0.0
234,Spontaneous abortion,30-34,183.0
085,Hodgkin's disease [lymphogranulomatosis],30-34,65.0
292,Other people with potential health risks related to communicable diseases,30-34,2.0
224,salpingitis and oophoritis,30-34,84.0
263,Congenital deformities of the feet,30-34,7.0
042,Mykosen,30-34,12.0
094,Benign neoplasm of the hamstrings,30-34,13.0
068,Other malignant neoplasms of the respiratory and intrathoracic organs,30-34,25.0
100,Certain disorders involving the immune system,30-34,21.0
262,Congenital deformities of the hip,30-34,17.0
252,Hemolytic disease in the fetus and newborn,30-34,0.0
257,lip-. Cleft jaw and palate,30-34,5.0
141,hearing loss,30-34,10.0
245,Damage to the fetus and newborn from maternal factors and from complications of pregnancy. labor and delivery,30-34,0.0
260,Nondescensus testis,30-34,2.0
033,Infections caused by herpes viruses [Herpes simplexl,30-34,21.0
255,Other congenital malformations of the nervous system,30-34,7.0
212,Other glomerular diseases,30-34,5.0
095,Benign neoplasm of the brain and other parts of the central nervous system,30-34,16.0
136,Strabismus,30-34,21.0
081,Malignant neoplasm of the eye and the ocular appendages,30-34,0.0
089,Carcinoma in situ der Cervix uteri,30-34,31.0
277,Injury to the eye and orbit,30-34,30.0
232,female sterility,30-34,80.0
007,tuberculosis of the respiratory organs,30-34,21.0
231,climacteric disorders,30-34,0.0
221,"Foreskin hypertrophy, phimosis and paraphimosis",30-34,5.0
269,Senilität,30-34,0.0
107,Other vitamin deficiencies,30-34,4.0
177,bronchiectasis,30-34,1.0
166,Acute laryngitis and tracheitis,30-34,4.0
144,Chronic rheumatic heart disease,30-34,0.0
250,Congenital infectious and parasitic diseases,30-34,0.0
090,Benign neoplasm of the skin,30-34,4.0
038,Other viral hepatitis,30-34,8.0
083,Malignant neoplasm of other parts of the central nervous system,30-34,5.0
008,Other tuberculosis,30-34,8.0
048,Echinococci,30-34,7.0
130,inflammation of the eyelid,30-34,2.0
039,HIV disease [Human Immunodeficiency Virus Disease],30-34,7.0
023,Sexually Transmitted Chlamydia Diseases,30-34,9.0
158,Other peripheral vascular diseases,30-34,0.0
266,Chromosomal abnormalities not classified elsewhere,30-34,0.0
043,Malaria,30-34,7.0
211,Acute and rapidly progressive nephritic syndromes,30-34,1.0
024,Other infections primarily transmitted through sexual intercourse,30-34,1.0
022,Gonococcal infection,30-34,7.0
178,Pneumokoniosis,30-34,0.0
016,Meningococcal Infection,30-34,1.0
021,Other syphilis,30-34,3.0
180,dental caries,30-34,2.0
131,Conjunctivitis and other affections of the conjunctiva,30-34,2.0
258,"Absence, atresia and stenosis of the small intestine",30-34,0.0
254,Spina bifida,30-34,0.0
032,Other arthropod-borne viral diseases and viral haemorrhagic fevers,30-34,3.0
293,contraceptive measures,30-34,8.0
053,Other helminths,30-34,0.0
138,blindness and poor eyesight,30-34,1.0
225,Inflammatory disease of the cervix,30-34,1.0
015,whooping cough,30-34,0.0
003,Shigellosis [Bacterial dysentery],30-34,3.0
037,Acute viral hepatitis B,30-34,0.0
004,Amoebiasis [amoebic dysentery],30-34,1.0
275,Fractures involving multiple body regions,30-34,0.0
137,accommodation disorders and refractive errors,30-34,1.0
020,Frühsyphilis,30-34,1.0
143,Acute rheumatic fever,30-34,0.0
101,Thyroid diseases caused by iodine deficiency,30-34,0.0
035,measles,30-34,1.0
289,"Consequences of injuries, poisoning and other effects of external causes",30-34,1.0
046,Schistosomiasis [Bilharziosis],30-34,0.0
040,Mumps,30-34,0.0
044,leishmaniasis,30-34,0.0
