Region of residence,Geographic MedStat region,Number of deliveries,Number of cesarean sections,Cesarean section rate (%),Average age deliveries,Average age cesarean sections,year
SO06,Erlinsbach-Kienberg,88,21,23.863636364,31.852272727,30.19047619,2018
SO07,Olten,206,67,32.524271845,31.237864078,32.014925373,2018
SO08,Unteres Gäu,149,52,34.899328859,31.422818792,32.461538462,2018
SO09,Mittleres Gau,119,46,38.655462185,31.714285714,32.891304348,2018
SO10,Oberes Gäu,161,46,28.571428571,30.043478261,29.673913043,2018
SO11,Trimbach,68,28,41.176470588,30.882352941,32.464285714,2018
SO12,Lostorf,62,25,40.322580645,31.64516129,31.92,2018
SO13,Dulliken,75,22,29.333333333,30.173333333,31.409090909,2018
SO14,Däniken-Schönenwerd,95,43,45.263157895,30.810526316,32.046511628,2018
SO15,Balsthal-Passwang,85,26,30.588235294,29.823529412,30.153846154,2018
SO16,Oberes Dünnern,43,12,27.906976744,31.348837209,31.333333333,2018
SO17,Bellach-Selzach,101,34,33.663366337,31.663366337,33.470588235,2018
SO18,Bucheggberg,74,29,39.189189189,32.675675676,32.275862069,2018
SO19,Solothurn,153,40,26.14379085,32.176470588,33.1,2018
SO20,Weissenstein,120,46,38.333333333,32.6,32.956521739,2018
SO21,Zuchwil,107,33,30.841121495,30.214953271,30.424242424,2018
SO22,Solothurn-Ost,70,21,30.0,30.485714286,31.142857143,2018
SO23,Derendingen-Gerlafingen,108,36,33.333333333,29.907407407,30.861111111,2018
SO24,Wasseramt,89,32,35.95505618,31.876404494,31.65625,2018
SO25,Biberist,113,41,36.283185841,31.300884956,32.951219512,2018
BS01,Basel-City,81,25,30.864197531,33.308641975,35.0,2018
BS02,Basel-St.Alban,207,77,37.198067633,32.990338164,33.987012987,2018
BS03,Basel-Gundeldingen,252,74,29.365079365,32.670634921,33.351351351,2018
BS04,Basel-Tiergarten,161,44,27.329192547,32.931677019,33.886363636,2018
BS05,Basel-Burgfelden,236,78,33.050847458,31.716101695,32.205128205,2018
BS06,Basel-St.-Johann,237,83,35.021097046,32.713080169,33.686746988,2018
BS07,Basel-Kleinhüningen,271,85,31.365313653,31.066420664,31.8,2018
BS08,Basel-Kleinbasel,286,88,30.769230769,31.937062937,32.715909091,2018
BS09,Basel-Bruderholz,53,19,35.849056604,34.603773585,33.842105263,2018
BS10,Riehen-Bettingen,148,47,31.756756757,32.378378378,32.574468085,2018
BL01,Oberes Laufental,79,37,46.835443038,31.759493671,32.513513514,2018
BL02,Unteres Laufental,61,30,49.180327869,31.147540984,31.8,2018
BL03,Binningen,145,49,33.793103448,33.096551724,34.204081633,2018
BL04,Unteres Birsig,166,50,30.120481928,32.873493976,33.22,2018
BL05,Oberes Birsig,135,46,34.074074074,32.385185185,33.326086957,2018
BL06,Allschwil-Schönenbuch,236,86,36.440677966,32.36440678,33.011627907,2018
BL07,Birsfelden,103,32,31.067961165,31.699029126,32.8125,2018
BL08,Muttenz,156,50,32.051282051,31.564102564,31.56,2018
BL09,Pratteln-Augst,179,76,42.458100559,30.418994413,31.539473684,2018
BL10,Münchenstein,123,39,31.707317073,31.487804878,32.615384615,2018
BL11,Arlesheim,55,16,29.090909091,33.236363636,33.75,2018
BL12,Oberbirstal,111,44,39.63963964,31.324324324,31.181818182,2018
BL13,Reinach,139,53,38.129496403,31.726618705,33.264150943,2018
BL14,Reigoldswilertal,31,13,41.935483871,31.580645161,31.846153846,2018
BL15,Unterergolztal,107,32,29.906542056,31.504672897,33.53125,2018
BL16,Liestal,153,59,38.562091503,31.104575163,31.728813559,2018
BL17,Bubendorf,60,23,38.333333333,32.216666667,32.52173913,2018
BL18,Sissach-Lausen,139,45,32.374100719,31.489208633,32.022222222,2018
BL19,Oberergolz-Buus,62,17,27.419354839,31.548387097,33.058823529,2018
BL20,Oberhauenstein,74,21,28.378378378,30.621621622,32.619047619,2018
BL21,Homburgertal,43,14,32.558139535,32.023255814,30.285714286,2018
BL22,Diegtertal,41,16,39.024390244,33.073170732,35.0625,2018
BL23,Gelterkinden-Eital,94,28,29.787234043,30.829787234,30.892857143,2018
SH01,Schaffhausen-Stadt,259,91,35.135135135,31.11969112,31.582417582,2018
SH02,Schaffhausen-Ost,69,26,37.68115942,30.463768116,31.307692308,2018
SH03,Neuhausen am Rheinfall,110,30,27.272727273,30.181818182,32.466666667,2018
SH04,Klettgau,119,40,33.613445378,31.058823529,32.475,2018
SH05,Randen,59,13,22.033898305,31.949152542,32.153846154,2018
SH06,Reiat,64,20,31.25,31.484375,29.55,2018
SH07,Stein am Rhein,39,14,35.897435897,30.794871795,30.928571429,2018
AR01,Appenzeller Mittelland,83,26,31.325301205,32.795180723,33.769230769,2018
AR02,Teufen-Gais,122,32,26.229508197,32.057377049,33.15625,2018
AR03,Appenzeller Hinterland,108,35,32.407407407,30.842592593,32.228571429,2018
AR04,Herisau,165,57,34.545454545,31.054545455,31.49122807,2018
AR05,Appenzeller Vorderland,87,27,31.034482759,31.643678161,30.592592593,2018
AI02,Inneres Landesteil,150,44,29.333333333,31.206666667,31.840909091,2018
SG01,St. Gallen-Stadt,436,158,36.23853211,31.298165138,31.810126582,2018
SG02,St. Gallen-Neudirf,105,32,30.476190476,30.685714286,31.21875,2018
SG03,St. Gallen-Heiligkreuz Rotmonten,118,49,41.525423729,32.050847458,32.795918367,2018
SG04,St. Gallen-St. Georgen,43,11,25.581395349,32.837209302,34.636363636,2018
SG05,St. Gallen-Bruggen Winkeln,175,65,37.142857143,30.4,30.538461538,2018
SG06,Gaiserwald,82,30,36.585365854,31.012195122,32.266666667,2018
SG07,Goldach-Eggen,104,33,31.730769231,30.759615385,31.575757576,2018
SG08,Flawil-Degersheim,157,41,26.114649682,30.942675159,29.390243902,2018
SG09,Gossau,164,49,29.87804878,30.634146341,31.367346939,2018
SG10,Waldkirch,88,28,31.818181818,31.977272727,32.321428571,2018
SG11,Wittenbach-Muolen,114,45,39.473684211,30.675438596,30.422222222,2018
SG12,Steinach-Mörschwil,87,28,32.183908046,32.379310345,32.392857143,2018
SG13,Rorschach,172,53,30.813953488,30.523255814,31.056603774,2018
SG14,Rheineck,109,34,31.19266055,30.788990826,31.558823529,2018
SG15,St. Margrethen,56,17,30.357142857,29.678571429,31.647058824,2018
SG16,Heerbrugg,133,42,31.578947368,30.789473684,30.642857143,2018
SG17,Rebstein,121,34,28.099173554,30.79338843,30.764705882,2018
SG18,Widnau-Diepoldsau,141,48,34.042553191,31.404255319,33.0,2018
SG19,Altstätten,115,32,27.826086957,30.573913043,30.4375,2018
SG20,Rheintal,114,26,22.807017544,30.807017544,32.307692308,2018
SG21,Gams-Sennwald,93,24,25.806451613,30.494623656,30.625,2018
SG22,Werdenberg,248,65,26.209677419,31.475806452,31.907692308,2018
SG23,Wartau,94,21,22.340425532,31.319148936,32.19047619,2018
SG24,Bad Ragaz - Taminatal,116,36,31.034482759,31.387931034,31.444444444,2018
SG25,Sargans - Weisstannental,156,45,28.846153846,31.108974359,30.977777778,2018
SG26,Flums - Flumserberg,80,13,16.25,29.6875,34.153846154,2018
SG27,Walensee,79,25,31.64556962,31.594936709,34.08,2018
SG28,Eschenbach,88,30,34.090909091,31.431818182,32.666666667,2018
SG29,Uznach,104,32,30.769230769,31.298076923,33.375,2018
SG30,Rapperswil-Jona,224,53,23.660714286,31.785714286,33.377358491,2018
SG31,Gaster,119,37,31.092436975,30.68907563,31.702702703,2018
SG32,Rickenpass,60,19,31.666666667,30.766666667,31.789473684,2018
SG33,Necker,60,12,20.0,30.033333333,32.0,2018
SG34,Mosnang,85,23,27.058823529,30.129411765,32.347826087,2018
SG35,Wattwil,99,27,27.272727273,29.555555556,31.296296296,2018
SG36,Obertoggenburg,110,31,28.181818182,31.390909091,31.903225806,2018
SG37,Niederuzwil-Oberbüren,113,35,30.973451327,30.690265487,32.285714286,2018
SG38,Untertoggenburg,68,17,25.0,31.294117647,32.176470588,2018
SG39,Uzwil,124,42,33.870967742,30.919354839,31.857142857,2018
SG40,Wil,254,90,35.433070866,29.984251969,31.055555556,2018
SG41,Zuzwil,72,25,34.722222222,31.513888889,32.96,2018
SG42,Kirchberg,97,36,37.113402062,30.381443299,30.777777778,2018
GR01,Chur,310,93,30.0,31.790322581,32.408602151,2018
GR02,Unterimboden,95,30,31.578947368,31.389473684,32.1,2018
GR03,Domat/Ems,66,25,37.878787879,30.015151515,29.92,2018
GR04,Fünf Dörfer,113,39,34.513274336,31.389380531,32.0,2018
GR05,Landquart,93,27,29.032258065,30.301075269,31.037037037,2018
GR06,Maienfeld,70,21,30.0,31.771428571,32.571428571,2018
GR07,Unteres Prättigau,67,19,28.358208955,31.164179104,31.263157895,2018
GR08,Klosters-Oberes Prättigau,48,19,39.583333333,31.0625,32.052631579,2018
GR09,Davos,99,34,34.343434343,31.909090909,32.323529412,2018
GR10,Schanfigg,38,15,39.473684211,31.552631579,33.133333333,2018
GR11,Churwalden-Lenzerheide,55,22,40.0,31.836363636,32.727272727,2018
GR12,Albula-Surses,38,8,21.052631579,31.131578947,31.0,2018
GR13,Domleschg-Unterheizenberg,59,15,25.423728814,30.406779661,29.733333333,2018
GR14,Thusis-Viamala-Rheinwald,60,12,20.0,30.016666667,31.666666667,2018
GR15,Flims-Laax,74,18,24.324324324,31.959459459,31.277777778,2018
GR16,Lumnezia-Vals-Safien,21,5,23.80952381,30.619047619,30.4,2018
GR17,Ilanz,57,14,24.561403509,32.631578947,33.285714286,2018
GR18,Ruis,27,7,25.925925926,30.851851852,30.714285714,2018
GR19,Disentis,34,8,23.529411765,30.764705882,31.25,2018
GR20,Engiadina bassa,74,21,28.378378378,32.27027027,32.333333333,2018
GR22,St.Moritz,87,26,29.885057471,32.574712644,33.538461538,2018
GR23,Engiadin 'ota,53,16,30.188679245,32.20754717,32.5625,2018
GR25,Bernina,35,15,42.857142857,33.028571429,33.333333333,2018
GR26,Mesolcina,48,6,12.5,30.791666667,33.5,2018
AG01,Aarburg,93,40,43.010752688,30.774193548,32.05,2018
AG02,Oftringen,176,70,39.772727273,30.079545455,32.257142857,2018
AG03,Zofingen,119,40,33.613445378,32.201680672,33.375,2018
AG04,Aargaues Wiggertal,102,35,34.31372549,31.725490196,31.914285714,2018
AG05,Mühlebach-Uerke,122,44,36.06557377,30.819672131,30.681818182,2018
AG06,Rothrist-Murgenthal,119,37,31.092436975,30.74789916,31.810810811,2018
AG07,Aarau,187,49,26.203208556,32.780748663,34.204081633,2018
AG08,Erlinsbach-Staffelegg,100,31,31.0,32.49,33.870967742,2018
AG09,Buchs-Rohr,141,44,31.205673759,30.517730496,31.659090909,2018
AG10,Suhr,111,42,37.837837838,31.117117117,31.095238095,2018
AG11,Entfelden,132,39,29.545454545,30.871212121,30.564102564,2018
AG12,Suhretal,145,48,33.103448276,30.84137931,32.0625,2018
AG13,Kulm,85,29,34.117647059,30.670588235,30.724137931,2018
AG14,Rupperswil-Schafisheim,131,46,35.114503817,30.809160305,31.347826087,2018
AG15,Niederlenz-Holderbank,98,28,28.571428571,31.744897959,31.714285714,2018
AG16,Lenzburg,171,57,33.333333333,31.286549708,31.49122807,2018
AG17,Hallwiler See,105,27,25.714285714,31.695238095,33.148148148,2018
AG18,Aatal,96,29,30.208333333,30.78125,33.068965517,2018
AG19,Reinach-Beinwil,120,44,36.666666667,29.583333333,30.295454545,2018
AG20,Wynental,117,37,31.623931624,30.957264957,32.864864865,2018
AG21,Menziken,68,27,39.705882353,29.705882353,31.740740741,2018
AG22,Schinznach,91,36,39.56043956,31.472527473,32.611111111,2018
AG23,Brugg,85,21,24.705882353,32.235294118,33.19047619,2018
AG24,Windisch,124,34,27.419354839,30.903225806,32.088235294,2018
AG25,Bözberg-Villigen,74,25,33.783783784,32.783783784,32.28,2018
AG26,Birrfeld,95,32,33.684210526,30.021052632,30.9375,2018
AG27,Eetel-Surb,89,32,35.95505618,31.078651685,32.78125,2018
AG28,Zurzach-Klingnau,116,44,37.931034483,29.362068966,30.954545455,2018
AG29,Leibstadt-Unteraar,81,36,44.444444444,29.962962963,30.138888889,2018
AG30,Birmenstorf-Turgi,127,43,33.858267717,31.196850394,31.88372093,2018
AG31,Untersiggenthal-Würenlingen,125,45,36.0,31.192,31.355555556,2018
AG32,Baden-Stadt,146,38,26.02739726,33.123287671,33.473684211,2018
AG33,Fislisbach Ausserbaden,94,26,27.659574468,32.308510638,34.307692308,2018
AG34,Ennetbaden-Ehrendingen,92,33,35.869565217,33.108695652,32.454545455,2018
AG35,Obersiggenthal,93,37,39.784946237,32.075268817,33.513513514,2018
AG36,Wettingen,220,62,28.181818182,31.945454545,32.790322581,2018
AG37,Neuenhof-Würenlos,180,64,35.555555556,30.527777778,31.515625,2018
AG38,Spreitenbach,161,69,42.857142857,28.900621118,29.565217391,2018
AG39,Rohrdorf,144,53,36.805555556,32.833333333,33.20754717,2018
AG40,Mutschellen-Reppischtal,135,40,29.62962963,31.325925926,33.6,2018
AG41,Mellingen-Reusstal,150,55,36.666666667,31.066666667,30.272727273,2018
AG42,Bremgarten-Mutschellen,137,46,33.576642336,32.160583942,32.826086957,2018
AG43,Lunkhofen-Jonental,105,38,36.19047619,33.342857143,35.105263158,2018
AG44,Unterbünztal,150,51,34.0,30.36,31.098039216,2018
AG45,Wohlen,146,50,34.246575342,30.582191781,32.08,2018
AG46,Villmergen-Erusbach,107,33,30.841121495,30.23364486,31.060606061,2018
AG47,Boswil,98,41,41.836734694,31.224489796,31.731707317,2018
AG48,Muri,136,44,32.352941176,31.308823529,32.136363636,2018
AG49,Beinwil-Sins,128,50,39.0625,31.1171875,32.1,2018
AG50,Kaiseraugst-Magden,76,33,43.421052632,31.868421053,32.484848485,2018
AG51,Rheinfelden,140,47,33.571428571,31.157142857,31.765957447,2018
AG52,Möhlin,92,45,48.913043478,31.467391304,31.866666667,2018
AG53,Möhlinbachtal-Mumpf,83,34,40.963855422,31.530120482,32.676470588,2018
AG54,Stein-Sisseln,81,30,37.037037037,31.382716049,31.966666667,2018
AG55,Fricktal,136,46,33.823529412,31.838235294,32.0,2018
AG56,Bruggbachtal,54,19,35.185185185,31.611111111,32.157894737,2018
AG57,Laufenburg,103,38,36.893203883,32.485436893,32.5,2018
TG01,Thurgauer Oberland,111,28,25.225225225,30.63963964,30.678571429,2018
TG02,Sirnach,143,57,39.86013986,30.426573427,31.421052632,2018
TG03,Wiler Thurgau,81,23,28.395061728,30.592592593,31.130434783,2018
TG04,Münchwilen-Wängi,105,28,26.666666667,31.371428571,31.607142857,2018
TG05,Aadorf-Matzingen,148,41,27.702702703,31.398648649,32.195121951,2018
TG06,Frauenfeld,314,82,26.114649682,31.257961783,32.43902439,2018
TG07,Unterthurtal,82,22,26.829268293,31.646341463,32.818181818,2018
TG08,Märstetten-Seerücken,108,35,32.407407407,31.481481481,31.142857143,2018
TG09,Mittelthurtal-Wolfsbühl,72,23,31.944444444,31.333333333,32.565217391,2018
TG10,Bürglen-Kradolf,120,24,20.0,29.916666667,29.458333333,2018
TG11,Weinfelden,142,40,28.169014085,30.478873239,31.575,2018
TG12,Sulgen-Berg,73,17,23.287671233,30.342465753,30.529411765,2018
TG13,Diessenhofen,64,15,23.4375,31.40625,32.133333333,2018
TG14,Seerücken,67,19,28.358208955,31.537313433,31.368421053,2018
TG15,Untersee,96,25,26.041666667,31.864583333,33.16,2018
TG16,Kreuzlingen,232,60,25.862068966,31.862068966,33.433333333,2018
TG17,Kemmental-Töbeltal,68,17,25.0,32.147058824,31.411764706,2018
TG18,Münsterlingen-Güttingen,90,25,27.777777778,32.177777778,31.28,2018
TG19,Amriswil,182,66,36.263736264,29.912087912,30.666666667,2018
TG20,Erlen-Sitterdorf,93,31,33.333333333,30.655913978,30.903225806,2018
TG21,Romanshorn,108,33,30.555555556,31.287037037,32.606060606,2018
TG22,Egnach,78,13,16.666666667,31.461538462,30.307692308,2018
TG23,Bischofszell,95,30,31.578947368,29.8,30.2,2018
TG24,Arbon-Horn,171,64,37.426900585,30.754385965,29.703125,2018
TI01,Riviera,53,14,26.41509434,30.886792453,32.142857143,2018
TI02,Biasca,46,14,30.434782609,30.173913043,32.357142857,2018
TI03,Val Blenio,33,8,24.242424242,31.757575758,31.625,2018
TI04,Bassa Leventina,24,7,29.166666667,29.791666667,32.714285714,2018
TI05,Alta Leventina,28,9,32.142857143,31.5,30.111111111,2018
TI06,Magadino-Gambarogno,64,18,28.125,31.875,34.277777778,2018
TI07,Gordola-Verzasca,81,32,39.50617284,32.50617284,32.6875,2018
TI08,Locarno,107,28,26.168224299,31.093457944,31.714285714,2018
TI09,Losone-Centovalli-Onsernone,71,22,30.985915493,32.183098592,32.272727273,2018
TI10,Ascona-Brissago,36,14,38.888888889,31.583333333,33.214285714,2018
TI11,Minusio-Orselina,48,17,35.416666667,33.854166667,33.941176471,2018
TI12,Vallemaggia,34,6,17.647058824,30.529411765,28.833333333,2018
TI13,Bellinzona,144,41,28.472222222,31.784722222,32.146341463,2018
TI14,Lumino-Carasso,91,24,26.373626374,32.494505495,34.5,2018
TI15,Giubiasco-Val Morobbia,110,22,20.0,32.272727273,32.454545455,2018
TI16,Alto Piano di Magadino,76,25,32.894736842,30.302631579,30.52,2018
TI17,Alto Vedeggio,74,21,28.378378378,32.121621622,32.238095238,2018
TI18,Alto Val d'Agno,77,34,44.155844156,32.506493506,32.794117647,2018
TI19,Collina d'Oro-Arbòstora,81,20,24.691358025,33.037037037,33.15,2018
TI20,Lugano,298,100,33.55704698,32.620805369,33.99,2018
TI21,Viganello-Monte Brè,66,19,28.787878788,32.393939394,34.0,2018
TI22,Breganzona,50,17,34.0,34.1,34.529411765,2018
TI23,Magliaso-Val d'Agno,73,33,45.205479452,33.575342466,35.242424242,2018
TI24,Malcantone,76,31,40.789473684,33.052631579,34.387096774,2018
TI25,Savosa-Comano,70,33,47.142857143,34.585714286,35.787878788,2018
TI26,Capriasca-Valcolla,66,21,31.818181818,34.121212121,35.333333333,2018
TI27,Pregassona,70,14,20.0,32.414285714,34.785714286,2018
TI28,Soragno-Sonvico,47,16,34.042553191,32.893617021,32.4375,2018
TI29,Riva-Valle Mara,44,14,31.818181818,32.227272727,34.785714286,2018
TI30,Balerna-Novazzano,58,14,24.137931034,33.275862069,35.214285714,2018
TI31,Chiasso,62,16,25.806451613,31.741935484,33.6875,2018
TI32,Val di Muggio,62,23,37.096774194,33.467741935,34.652173913,2018
TI33,Mendrisio,34,6,17.647058824,31.676470588,35.333333333,2018
TI34,Stabio-Meride,85,12,14.117647059,33.423529412,36.166666667,2018
VD01,Avenches,106,33,31.132075472,31.198113208,33.848484848,2018
VD02,Epalinges-Forains,109,25,22.935779817,32.963302752,34.32,2018
VD03,Lausanne-Centre,228,56,24.561403509,33.052631579,33.410714286,2018
VD04,Lausanne-Beaulieu-Prélaz,383,93,24.281984334,31.817232376,33.376344086,2018
VD05,Lausaanne-Ouchy-Montchoisi,211,63,29.857819905,33.478672986,33.80952381,2018
VD06,Lausanne-Vidy-Montoie,290,82,28.275862069,32.186206897,33.829268293,2018
VD07,Prilly,155,43,27.741935484,31.4,32.651162791,2018
VD08,Pully,221,74,33.484162896,33.547511312,34.202702703,2018
VD09,Lausanne-La Sallaz,195,43,22.051282051,30.902564103,31.813953488,2018
VD10,Lausanne-Chailly,124,37,29.838709677,33.072580645,33.513513514,2018
VD11,Lausanne-Pontaise-Bellevaux,250,69,27.6,31.352,32.463768116,2018
VD12,Renens,228,65,28.50877193,30.649122807,31.876923077,2018
VD13,Ecublens-Chavannes,292,96,32.876712329,31.095890411,31.885416667,2018
VD14,Bussigny-Crissier,191,51,26.701570681,30.722513089,32.529411765,2018
VD15,Romanel-Cheseaux,87,20,22.988505747,31.75862069,33.9,2018
VD16,Hauts-de-Lausanne,179,60,33.519553073,32.083798883,32.416666667,2018
VD17,Savigny-Belmont,82,22,26.829268293,32.597560976,33.363636364,2018
VD18,Lutry,90,30,33.333333333,33.466666667,34.266666667,2018
VD19,Basse-Venoge,107,30,28.037383178,32.252336449,33.966666667,2018
VD20,Morges,152,51,33.552631579,32.263157895,33.392156863,2018
VD21,Hauts-de-Morges,113,34,30.088495575,33.07079646,33.382352941,2018
VD22,St-Prex,109,37,33.944954128,32.201834862,32.891891892,2018
VD23,Pied-du-Jura,100,31,31.0,31.37,33.225806452,2018
VD24,Aubonne-Littoral,81,32,39.50617284,31.975308642,33.5,2018
VD25,Rolle-La Côte,157,47,29.936305732,32.885350318,33.765957447,2018
VD26,Gland,148,52,35.135135135,31.378378378,31.692307692,2018
VD27,Nyon,259,85,32.818532819,32.409266409,33.552941176,2018
VD28,Bonmont,98,37,37.755102041,34.418367347,35.837837838,2018
VD29,Promenthouse,72,24,33.333333333,32.736111111,34.166666667,2018
VD30,Trélex-Givrine,89,36,40.449438202,32.865168539,33.972222222,2018
VD31,Terre-Sainte,111,39,35.135135135,34.297297297,35.307692308,2018
VD32,Puidoux-Chexbres,66,13,19.696969697,32.424242424,32.846153846,2018
VD33,Cully-Lavaux,74,21,28.378378378,33.783783784,35.476190476,2018
VD34,Vevey,253,56,22.134387352,31.498023715,33.357142857,2018
VD35,Mont-Pèlerin,86,22,25.581395349,32.872093023,32.409090909,2018
VD36,Hauts-de-la-Tour,67,18,26.865671642,32.671641791,34.777777778,2018
VD37,La Tour-de-Peilz,112,37,33.035714286,32.526785714,33.459459459,2018
VD38,Clarens-Les Avants,153,34,22.222222222,31.568627451,33.235294118,2018
VD39,Montreux-Chillon,89,27,30.337078652,32.078651685,32.37037037,2018
VD40,Villeneuve-Chablais,125,27,21.6,30.984,31.666666667,2018
VD41,Les Ormonts,42,11,26.19047619,31.761904762,33.0,2018
VD42,Ollon-Villars,36,8,22.222222222,30.694444444,31.0,2018
VD43,Aigle,106,32,30.188679245,29.820754717,29.28125,2018
VD44,Bex,108,38,35.185185185,30.453703704,31.289473684,2018
VD45,Pays-d'Enhaut,36,7,19.444444444,31.833333333,31.428571429,2018
VD46,Venoge-Est,114,36,31.578947368,31.833333333,32.333333333,2018
VD47,Echallens,90,32,35.555555556,31.7,33.0,2018
VD48,Jorat-Essertines,97,38,39.175257732,31.546391753,33.289473684,2018
VD49,Cossonay-Pied-du-Jura,119,43,36.134453782,30.949579832,31.162790698,2018
VD50,La Sarraz-Nozon,94,30,31.914893617,31.244680851,33.033333333,2018
VD51,Orbe-Gorges,86,29,33.720930233,31.023255814,33.137931034,2018
VD52,Chavornay-Talent,101,28,27.722772277,30.198019802,30.178571429,2018
VD53,Yverdon,333,111,33.333333333,29.906906907,30.486486486,2018
VD54,Yvonand-Menthue,99,33,33.333333333,30.696969697,30.212121212,2018
VD55,Val d'Arnon-Provence,62,19,30.64516129,32.193548387,32.631578947,2018
VD56,Yverdon-Couronne,96,25,26.041666667,30.958333333,31.52,2018
